time,open,high,low,close
2025-09-01 00:00:00,1.16951,1.16959,1.16861,1.16881
2025-09-01 01:00:00,1.1688,1.16907,1.16865,1.16886
2025-09-01 02:00:00,1.16887,1.16903,1.16869,1.16901
2025-09-01 03:00:00,1.169,1.16981,1.16897,1.16972
2025-09-01 04:00:00,1.16974,1.16974,1.16881,1.16948
2025-09-01 05:00:00,1.16949,1.17138,1.16948,1.17119
2025-09-01 06:00:00,1.17122,1.17144,1.17045,1.17082
2025-09-01 07:00:00,1.17082,1.1710099999999999,1.17047,1.17082
2025-09-01 08:00:00,1.17082,1.17154,1.1708,1.17144
2025-09-01 09:00:00,1.17143,1.17334,1.17134,1.17252
2025-09-01 10:00:00,1.17252,1.17279,1.1715,1.17254
2025-09-01 11:00:00,1.17251,1.17363,1.1716,1.17352
2025-09-01 12:00:00,1.17351,1.17362,1.1718600000000001,1.17195
2025-09-01 13:00:00,1.17194,1.17264,1.1718,1.17195
2025-09-01 14:00:00,1.17196,1.17294,1.1713,1.17144
2025-09-01 15:00:00,1.17143,1.17179,1.17062,1.17075
2025-09-01 16:00:00,1.17074,1.1716199999999999,1.1705,1.17077
2025-09-01 17:00:00,1.17076,1.17144,1.17056,1.17107
2025-09-01 18:00:00,1.17103,1.17115,1.16995,1.16995
2025-09-01 19:00:00,1.16996,1.17048,1.16965,1.17047
2025-09-01 20:00:00,1.17047,1.17052,1.17013,1.17042
2025-09-01 21:00:00,1.17043,1.17078,1.17039,1.17075
2025-09-01 22:00:00,1.17076,1.17139,1.17076,1.17129
2025-09-01 23:00:00,1.17121,1.17135,1.17107,1.17112
2025-09-02 00:00:00,1.17089,1.1709,1.17068,1.17075
2025-09-02 01:00:00,1.17076,1.17133,1.17075,1.1711
2025-09-02 02:00:00,1.17114,1.17183,1.17109,1.17149
2025-09-02 03:00:00,1.1715,1.17158,1.17031,1.17045
2025-09-02 04:00:00,1.17045,1.17069,1.16994,1.17037
2025-09-02 05:00:00,1.17038,1.17043,1.16922,1.16984
2025-09-02 06:00:00,1.16984,1.16994,1.16929,1.16953
2025-09-02 07:00:00,1.16952,1.1696,1.16897,1.16932
